source_pdf,ประเภทเอกสาร,is_bch,หน่วยเลือกตั้งที่,หน่วยเลือกตั้งที่(ตัวเลขดิบ),หน่วยเลือกตั้งที่(ตัวอักษร),หน่วยเลือกตั้งที่_from_path,หน่วยเลือกตั้งที่_decision,หมู่ที่,หมู่ที่(ตัวเลขดิบ),หมู่ที่(ตัวอักษร),หมู่ที่_from_path,หมู่ที่_decision,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,match_score_ตำบล,match_score_อำเภอ
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 17/ส.ส.5-18 (บช) สันทราย หน่วยที่ 17.pdf,บัญชีรายชื่อ,True,17,17,,17,numeric_only,16.0,16,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,630.0,454.0,395.0,47.0,12.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 16/ส.ส.5-18 (บช) สันทราย หน่วยที่ 16.pdf,บัญชีรายชื่อ,True,16,16,,16,numeric_only,15.0,15,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,405.0,342.0,307.0,25.0,10.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 13/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,10,10,,13,numeric_only,12.0,12,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,204.0,163.0,146.0,12.0,5.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 13/ส.ส.5-18 (บช) สันทราย หน่วยที่ 13.pdf,บัญชีรายชื่อ,True,19,19,,13,numeric_only,12.0,12,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,204.0,163.0,148.0,12.0,3.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 10/ส.ส.5-18 (บช) สันทราย หน่วยที่ 10.pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,9.0,9,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,414.0,319.0,271.0,36.0,12.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 1/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,508.0,372.0,349.0,11.0,12.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 1/ส.ส.5-18 (บช) สันทราย หน่วยที่ 1.pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,503.0,372.0,347.0,15.0,10.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 12/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,12,12,,12,numeric_only,11.0,11,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,617.0,469.0,426.0,16.0,27.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 12/ส.ส.5-18 (บช) สันทราย หน่วยที่ 12.pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,11.0,11,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,617.0,469.0,402.0,27.0,40.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 11/ส.ส. 5 ทับ 18.pdf,แบ่งเขต,False,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,400.0,297.0,279.0,10.0,8.0,100,100.0
อำเภอฝาง/ตำบลสันทราย/หน่วยเลือกตั้งที่ 11/ส.ส.5-18 (บช) สันทราย หน่วยที่ 11.pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,10.0,10,,,numeric_only,ตำบลสันทราย,อำเภอฝาง,400.0,293.0,277.0,9.0,11.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,4.0,4,,,numeric_only,ตำบลเวียง,อำเภอฝาง,233.0,185.0,155.0,3.0,6.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,18,18,,8,numeric_only,6.0,6,,,numeric_only,ตำบลเวียง,อำเภอฝาง,233.0,189.0,188.0,5.0,5.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,9,numeric_only,10.0,10,,,numeric_only,ตำบลเวียง,อำเภอฝาง,491.0,260.0,224.0,26.0,10.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,9,9,,9,numeric_only,10.0,10,,,numeric_only,ตำบลเวียง,อำเภอฝาง,491.0,260.0,224.0,26.0,10.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,7.0,7,,,numeric_only,ตำบลเวียง,อำเภอฝาง,690.0,503.0,470.0,10.0,23.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,6,numeric_only,7.0,7,,,numeric_only,ตำบลเวียง,อำเภอฝาง,690.0,503.0,464.0,14.0,21.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,8.0,8,,,numeric_only,ตำบลเวียง,อำเภอฝาง,629.0,497.0,473.0,11.0,13.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,8.0,8,,,numeric_only,ตำบลเวียง,อำเภอฝาง,629.0,497.0,449.0,17.0,21.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,6.0,6,,,numeric_only,ตำบลเวียง,อำเภอฝาง,798.0,569.0,534.0,25.0,10.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,แบ่งเขต,False,5,5,,5,numeric_only,6.0,6,,,numeric_only,ตำบลเวียง,อำเภอฝาง,798.0,569.0,548.0,10.0,11.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,5.0,5,,,numeric_only,ตำบลเวียง,อำเภอฝาง,577.0,573.0,372.0,17.0,33.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,33,33,,3,numeric_only,4.0,4,,,numeric_only,ตำบลเวียง,อำเภอฝาง,587.0,533.0,366.0,23.0,24.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,แบ่งเขต,False,20,20,,21,numeric_only,17.0,17,,,numeric_only,ตำบลเวียง,อำเภอฝาง,463.0,342.0,326.0,10.0,6.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,32,32,,21,numeric_only,14.0,14,,,numeric_only,ตำบลเวียง,อำเภอฝาง,463.0,342.0,307.0,18.0,17.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,25.0,"2,5",,,numeric_only,ตำบลเวียง,อำเภอฝาง,607.0,406.0,380.0,7.0,19.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,2.0,"2, 5",,,numeric_only,ตำบลเวียง,อำเภอฝาง,607.0,406.0,384.0,3.0,19.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18.pdf,แบ่งเขต,False,22,22,,22,numeric_only,20.0,20,,,numeric_only,ตำบลเวียง,อำเภอฝาง,591.0,432.0,412.0,6.0,14.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 22/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,22,22,,22,numeric_only,20.0,20,,,numeric_only,ตำบลเวียง,อำเภอฝาง,591.0,432.0,402.0,17.0,13.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,2,2,,2,numeric_only,3.0,3,,,numeric_only,ตำบลเวียง,อำเภอฝาง,450.0,307.0,276.0,13.0,18.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,2,numeric_only,3.0,3,,,numeric_only,ตำบลเวียง,อำเภอฝาง,450.0,307.0,275.0,14.0,18.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,แบ่งเขต,False,20,20,,20,numeric_only,18.0,18,,,numeric_only,ตำบลเวียง,อำเภอฝาง,472.0,330.0,309.0,4.0,17.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,20,20,,20,numeric_only,18.0,18,,,numeric_only,ตำบลเวียง,อำเภอฝาง,472.0,330.0,310.0,9.0,11.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18.pdf,แบ่งเขต,False,18,18,,18,numeric_only,16.0,16,,,numeric_only,ตำบลเวียง,อำเภอฝาง,270.0,173.0,161.0,7.0,5.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,18,18,,18,numeric_only,16.0,16,,,numeric_only,ตำบลเวียง,อำเภอฝาง,270.0,173.0,154.0,11.0,8.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,แบ่งเขต,False,19,19,,19,numeric_only,,,,,missing,ตำบลเวียง,อำเภอฝาง,,,,,,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,19,19,,19,numeric_only,17.0,17,,,numeric_only,ตำบลเวียง,อำเภอฝาง,654.0,445.0,406.0,19.0,20.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,แบ่งเขต,False,17,17,,17,numeric_only,17.0,17,,,numeric_only,ตำบลเวียง,อำเภอฝาง,739.0,549.0,516.0,27.0,6.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,11,11,,17,numeric_only,12.0,12,,,numeric_only,ตำบลเวียง,อำเภอฝาง,735.0,549.0,500.0,44.0,5.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,แบ่งเขต,False,12,12,,12,numeric_only,12.0,12,,,numeric_only,ตำบลเวียง,อำเภอฝาง,446.0,300.0,286.0,11.0,3.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,12.0,12,,,numeric_only,ตำบลเวียง,อำเภอฝาง,446.0,300.0,282.0,15.0,3.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18.pdf,แบ่งเขต,False,13,13,,13,numeric_only,12.0,12,,,numeric_only,ตำบลเวียง,อำเภอฝาง,411.0,328.0,320.0,6.0,2.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,13,13,,13,numeric_only,,,,,missing,ตำบลเวียง,อำเภอฝาง,,,321.0,,,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 16/สส. 5ทับ18.pdf,แบ่งเขต,False,16,16,,16,numeric_only,14.0,14,,,numeric_only,ตำบลเวียง,อำเภอฝาง,486.0,359.0,352.0,2.0,5.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 16/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,16,16,,16,numeric_only,14.0,14,,,numeric_only,ตำบลเวียง,อำเภอฝาง,486.0,359.0,344.0,10.0,5.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 14/สส. 5ทับ18.pdf,แบ่งเขต,False,14,14,,14,numeric_only,13.0,13,,,numeric_only,ตำบลเวียง,อำเภอฝาง,480.0,315.0,291.0,22.0,2.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 14/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,14,14,,14,numeric_only,13.0,13,,,numeric_only,ตำบลเวียง,อำเภอฝาง,480.0,315.0,283.0,26.0,6.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,แบ่งเขต,False,15,15,,15,numeric_only,13.0,13,,,numeric_only,ตำบลเวียง,อำเภอฝาง,472.0,321.0,316.0,5.0,,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,15,15,,15,numeric_only,13.0,13,,,numeric_only,ตำบลเวียง,อำเภอฝาง,472.0,321.0,309.0,12.0,,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,10.0,10,,,numeric_only,ตำบลเวียง,อำเภอฝาง,489.0,230.0,197.0,27.0,6.0,100,100.0
อำเภอฝาง/ตำบลเวียง/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,10.0,10,,,numeric_only,ตำบลเวียง,อำเภอฝาง,489.0,230.0,191.0,37.0,2.0,100,100.0
